year,Month,date,Sick,Injured,Dead,Conjunctivitis,Cystitis,Wasted,Vehicle Hit,Fall
2017,1,201701,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2017,1,201701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,1,201701,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,1,201701,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,1,201701,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,1,201701,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,1,201701,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2017,2,201702,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,2,201702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,,,,,,,,
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2017,2,201702,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,2,201702,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,2,201702,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
2017,2,201702,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,2,201702,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,3,201703,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2017,3,201703,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,3,201703,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
2017,3,201703,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,3,201703,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,4,201704,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,4,201704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,,,,,,,,
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,4,201704,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,4,201704,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,5,201705,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,5,201705,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,5,201705,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,5,201705,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,5,201705,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2017,5,201705,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2017,5,201705,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,5,201705,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
2017,5,201705,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
2017,5,201705,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,5,201705,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017,5,201705,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
